message,label,urgency,money_request,official_appearance,reward_offer,celebrity_reference,grammar_issues,unusual_contact_method,pressure_to_act,suspicious_link,upfront_payment,label
Your ATM card is blocked. Call 1800-XXX to unblock it. [Variant 1],scam,0.7,0.0,0.5,0.0,0.0,0.3,0.8,0.6,0.0,0.0,0
Amitabh Bachchan endorses this gold scheme—triple your returns in 3 months! [Variant 1],scam,0.5,0.0,0.6,0.8,1.0,0.3,0.0,0.6,0.0,0.8,1
You won ₹25 lakh from the 'KBC Jio' draw. Pay ₹4999 for processing. [Variant 1],scam,0.6,1.0,0.4,1.0,0.0,0.2,0.1,0.8,0.0,0.7,1
"Let us partner to invest $5M in real estate. I handle paperwork, you get 50%. [Variant 1]",scam,0.4,1.0,0.3,0.4,0.0,0.1,0.1,0.5,0.0,0.3,1
Activate our AI bot that gives 20x return. ₹1000 setup fee only. [Variant 1],scam,0.8,1.0,0.2,1.0,0.0,0.3,0.1,0.9,0.0,0.9,1
Help orphans in Africa. Donate ₹2000 via UPI to receive blessings and tax benefits. [Variant 1],scam,0.7,1.0,0.4,0.3,0.0,0.4,0.0,0.6,0.0,0.2,1
"Work from home & earn ₹40,000/week. Pay ₹599 registration fee. [Variant 1]",scam,0.6,1.0,0.5,0.5,0.0,0.3,0.1,0.7,0.0,0.5,1
Lost money in online fraud? Pay us ₹1000 and we’ll recover it for you. [Variant 1],scam,0.5,1.0,0.2,0.0,0.0,0.3,0.1,0.6,0.0,0.5,1
You won a free iPhone 15! Pay shipping ₹299 to claim. [Variant 1],scam,0.7,1.0,0.3,0.6,0.0,0.2,0.1,0.8,0.0,0.9,1
"Hi Debottam, your ICICI bank statement for March is now available. Log in securely to view it. [Variant 1]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Hello, this is from Make Academy. Your final project review is due this Friday. Submit via your portal. [Variant 1]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Reminder: Your Amazon order for 'AI for Kids' will be delivered by 7 PM today. [Variant 1],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
New update available for Python 3.12. Would you like to install now? [Variant 1],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Welcome to Harvard CS50! Please complete Problem Set 0 before continuing. [Variant 1],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Meeting rescheduled to 2 PM tomorrow. Check your calendar invite for details. [Variant 1],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Hi Deb, I saw your 15-puzzle project! It’s really cool. Want to collab? [Variant 1]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Your UPI payment of ₹1024 to Flipkart was successful. [Variant 1],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Here’s your Zomato OTP: 258463. Do not share it. [Variant 1],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
The package from Arduino Store has shipped and will arrive in 3-5 days. [Variant 1],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Your Airtel prepaid plan will expire in 2 days. Recharge now to continue service. [Variant 1],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Welcome to Kaggle! Start your first ML competition here: titanic.csv [Variant 1],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Deb, please remember to water your smart plant system. Soil moisture is low. [Variant 1]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
GitHub alert: You have a new pull request on your 'scam-detector' repo. [Variant 1],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
AI Workshop live now! Join via Zoom using the link: [link] [Variant 1],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Happy Birthday, Debottam! 🎉 Enjoy 15% off your first course on Udemy. [Variant 1]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
New message from CS50AI group: ‘Need help with the attention project.’ [Variant 1],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Your withdrawal of ₹2500 from ATM was successful. Balance: ₹34,228.90. [Variant 1]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Deb, your blog ‘Detecting Online Scams with AI’ has 2,300 new views! [Variant 1]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Google Calendar: Task ‘Test scam detector CSV’ is due today. [Variant 1],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"I am the manager of a deceased client's account, and I need your help to move $4.5 million. You will receive 40% for your effort. [Variant 2]",scam,0.9,1.0,0.7,0.6,0.0,0.4,0.2,0.9,0.0,0.5,1
Send 0.5 ETH and get 1 ETH back. Limited time Elon Musk crypto giveaway! Visit now: www.fake-elonpromo.io [Variant 2],scam,0.8,1.0,0.4,1.0,1.0,0.2,0.0,0.9,1.0,0.7,1
Your number was randomly selected in our international draw. Pay $150 processing fee to claim your prize. [Variant 2],scam,0.7,1.0,0.5,1.0,0.0,0.6,0.0,0.9,0.8,0.6,1
Your system is infected. Call our tech support immediately at +1-800-FAKE-HELP. Failure to do so will cause data loss. [Variant 2],scam,0.9,0.0,0.9,0.0,0.0,0.3,1.0,1.0,0.9,0.0,1
"You owe $3,228 to the IRS. Failure to respond will result in arrest. Pay with gift cards now. [Variant 2]",scam,1.0,1.0,0.6,0.0,0.0,0.5,1.0,0.8,0.0,1.0,1
A distant relative died in London leaving you $12.5M. Provide your full details to process the claim. [Variant 2],scam,0.6,1.0,0.8,0.7,0.0,0.3,0.0,0.6,0.0,0.4,1
"Congratulations, your instant loan of ₹5,00,000 is approved. Just pay ₹2100 to disburse. [Variant 2]",scam,0.8,1.0,0.3,0.6,0.0,0.4,0.2,0.7,0.0,1.0,1
Suspicious activity detected on your bank account. Click here to verify: bank-fraud-protect.info [Variant 2],scam,0.9,0.0,0.7,0.0,0.0,0.2,0.1,0.9,1.0,0.0,1
You have been chosen for a ₹1 lakh relief fund. Provide PAN and Aadhaar to receive the money. [Variant 2],scam,0.7,1.0,0.4,0.5,0.0,0.5,0.1,0.8,0.0,0.5,1
"The United Nations has approved your compensation of $450,000. Confirm your identity to proceed. [Variant 2]",scam,0.6,1.0,0.7,0.5,0.0,0.4,0.1,0.7,0.0,0.4,1
"Refund of ₹9,999 pending. Click to process or your account will be locked. [Variant 2]",scam,0.8,0.5,0.3,0.3,0.0,0.2,0.2,0.9,1.0,0.4,1
Your ATM card is blocked. Call 1800-XXX to unblock it. [Variant 2],scam,0.7,0.0,0.5,0.0,0.0,0.3,0.8,0.6,0.0,0.0,0
Amitabh Bachchan endorses this gold scheme—triple your returns in 3 months! [Variant 2],scam,0.5,0.0,0.6,0.8,1.0,0.3,0.0,0.6,0.0,0.8,1
You won ₹25 lakh from the 'KBC Jio' draw. Pay ₹4999 for processing. [Variant 2],scam,0.6,1.0,0.4,1.0,0.0,0.2,0.1,0.8,0.0,0.7,1
"Let us partner to invest $5M in real estate. I handle paperwork, you get 50%. [Variant 2]",scam,0.4,1.0,0.3,0.4,0.0,0.1,0.1,0.5,0.0,0.3,1
Activate our AI bot that gives 20x return. ₹1000 setup fee only. [Variant 2],scam,0.8,1.0,0.2,1.0,0.0,0.3,0.1,0.9,0.0,0.9,1
Help orphans in Africa. Donate ₹2000 via UPI to receive blessings and tax benefits. [Variant 2],scam,0.7,1.0,0.4,0.3,0.0,0.4,0.0,0.6,0.0,0.2,1
"Work from home & earn ₹40,000/week. Pay ₹599 registration fee. [Variant 2]",scam,0.6,1.0,0.5,0.5,0.0,0.3,0.1,0.7,0.0,0.5,1
Lost money in online fraud? Pay us ₹1000 and we’ll recover it for you. [Variant 2],scam,0.5,1.0,0.2,0.0,0.0,0.3,0.1,0.6,0.0,0.5,1
You won a free iPhone 15! Pay shipping ₹299 to claim. [Variant 2],scam,0.7,1.0,0.3,0.6,0.0,0.2,0.1,0.8,0.0,0.9,1
"Hi Debottam, your ICICI bank statement for March is now available. Log in securely to view it. [Variant 2]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Hello, this is from Make Academy. Your final project review is due this Friday. Submit via your portal. [Variant 2]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Reminder: Your Amazon order for 'AI for Kids' will be delivered by 7 PM today. [Variant 2],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
New update available for Python 3.12. Would you like to install now? [Variant 2],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Welcome to Harvard CS50! Please complete Problem Set 0 before continuing. [Variant 2],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Meeting rescheduled to 2 PM tomorrow. Check your calendar invite for details. [Variant 2],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Hi Deb, I saw your 15-puzzle project! It’s really cool. Want to collab? [Variant 2]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Your UPI payment of ₹1024 to Flipkart was successful. [Variant 2],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Here’s your Zomato OTP: 258463. Do not share it. [Variant 2],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
The package from Arduino Store has shipped and will arrive in 3-5 days. [Variant 2],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Your Airtel prepaid plan will expire in 2 days. Recharge now to continue service. [Variant 2],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Welcome to Kaggle! Start your first ML competition here: titanic.csv [Variant 2],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Deb, please remember to water your smart plant system. Soil moisture is low. [Variant 2]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
GitHub alert: You have a new pull request on your 'scam-detector' repo. [Variant 2],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
AI Workshop live now! Join via Zoom using the link: [link] [Variant 2],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Happy Birthday, Debottam! 🎉 Enjoy 15% off your first course on Udemy. [Variant 2]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
New message from CS50AI group: ‘Need help with the attention project.’ [Variant 2],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Your withdrawal of ₹2500 from ATM was successful. Balance: ₹34,228.90. [Variant 2]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Deb, your blog ‘Detecting Online Scams with AI’ has 2,300 new views! [Variant 2]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Google Calendar: Task ‘Test scam detector CSV’ is due today. [Variant 2],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"I am the manager of a deceased client's account, and I need your help to move $4.5 million. You will receive 40% for your effort. [Variant 3]",scam,0.9,1.0,0.7,0.6,0.0,0.4,0.2,0.9,0.0,0.5,1
Send 0.5 ETH and get 1 ETH back. Limited time Elon Musk crypto giveaway! Visit now: www.fake-elonpromo.io [Variant 3],scam,0.8,1.0,0.4,1.0,1.0,0.2,0.0,0.9,1.0,0.7,1
Your number was randomly selected in our international draw. Pay $150 processing fee to claim your prize. [Variant 3],scam,0.7,1.0,0.5,1.0,0.0,0.6,0.0,0.9,0.8,0.6,1
Your system is infected. Call our tech support immediately at +1-800-FAKE-HELP. Failure to do so will cause data loss. [Variant 3],scam,0.9,0.0,0.9,0.0,0.0,0.3,1.0,1.0,0.9,0.0,1
"You owe $3,228 to the IRS. Failure to respond will result in arrest. Pay with gift cards now. [Variant 3]",scam,1.0,1.0,0.6,0.0,0.0,0.5,1.0,0.8,0.0,1.0,1
A distant relative died in London leaving you $12.5M. Provide your full details to process the claim. [Variant 3],scam,0.6,1.0,0.8,0.7,0.0,0.3,0.0,0.6,0.0,0.4,1
"Congratulations, your instant loan of ₹5,00,000 is approved. Just pay ₹2100 to disburse. [Variant 3]",scam,0.8,1.0,0.3,0.6,0.0,0.4,0.2,0.7,0.0,1.0,1
Suspicious activity detected on your bank account. Click here to verify: bank-fraud-protect.info [Variant 3],scam,0.9,0.0,0.7,0.0,0.0,0.2,0.1,0.9,1.0,0.0,1
You have been chosen for a ₹1 lakh relief fund. Provide PAN and Aadhaar to receive the money. [Variant 3],scam,0.7,1.0,0.4,0.5,0.0,0.5,0.1,0.8,0.0,0.5,1
"The United Nations has approved your compensation of $450,000. Confirm your identity to proceed. [Variant 3]",scam,0.6,1.0,0.7,0.5,0.0,0.4,0.1,0.7,0.0,0.4,1
"Refund of ₹9,999 pending. Click to process or your account will be locked. [Variant 3]",scam,0.8,0.5,0.3,0.3,0.0,0.2,0.2,0.9,1.0,0.4,1
Your ATM card is blocked. Call 1800-XXX to unblock it. [Variant 3],scam,0.7,0.0,0.5,0.0,0.0,0.3,0.8,0.6,0.0,0.0,0
Amitabh Bachchan endorses this gold scheme—triple your returns in 3 months! [Variant 3],scam,0.5,0.0,0.6,0.8,1.0,0.3,0.0,0.6,0.0,0.8,1
You won ₹25 lakh from the 'KBC Jio' draw. Pay ₹4999 for processing. [Variant 3],scam,0.6,1.0,0.4,1.0,0.0,0.2,0.1,0.8,0.0,0.7,1
"Let us partner to invest $5M in real estate. I handle paperwork, you get 50%. [Variant 3]",scam,0.4,1.0,0.3,0.4,0.0,0.1,0.1,0.5,0.0,0.3,1
Activate our AI bot that gives 20x return. ₹1000 setup fee only. [Variant 3],scam,0.8,1.0,0.2,1.0,0.0,0.3,0.1,0.9,0.0,0.9,1
Help orphans in Africa. Donate ₹2000 via UPI to receive blessings and tax benefits. [Variant 3],scam,0.7,1.0,0.4,0.3,0.0,0.4,0.0,0.6,0.0,0.2,1
"Work from home & earn ₹40,000/week. Pay ₹599 registration fee. [Variant 3]",scam,0.6,1.0,0.5,0.5,0.0,0.3,0.1,0.7,0.0,0.5,1
Lost money in online fraud? Pay us ₹1000 and we’ll recover it for you. [Variant 3],scam,0.5,1.0,0.2,0.0,0.0,0.3,0.1,0.6,0.0,0.5,1
You won a free iPhone 15! Pay shipping ₹299 to claim. [Variant 3],scam,0.7,1.0,0.3,0.6,0.0,0.2,0.1,0.8,0.0,0.9,1
"Hi Debottam, your ICICI bank statement for March is now available. Log in securely to view it. [Variant 3]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Hello, this is from Make Academy. Your final project review is due this Friday. Submit via your portal. [Variant 3]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Reminder: Your Amazon order for 'AI for Kids' will be delivered by 7 PM today. [Variant 3],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
New update available for Python 3.12. Would you like to install now? [Variant 3],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Welcome to Harvard CS50! Please complete Problem Set 0 before continuing. [Variant 3],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Meeting rescheduled to 2 PM tomorrow. Check your calendar invite for details. [Variant 3],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Hi Deb, I saw your 15-puzzle project! It’s really cool. Want to collab? [Variant 3]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Your UPI payment of ₹1024 to Flipkart was successful. [Variant 3],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Here’s your Zomato OTP: 258463. Do not share it. [Variant 3],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
The package from Arduino Store has shipped and will arrive in 3-5 days. [Variant 3],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Your Airtel prepaid plan will expire in 2 days. Recharge now to continue service. [Variant 3],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Welcome to Kaggle! Start your first ML competition here: titanic.csv [Variant 3],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Deb, please remember to water your smart plant system. Soil moisture is low. [Variant 3]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
GitHub alert: You have a new pull request on your 'scam-detector' repo. [Variant 3],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
AI Workshop live now! Join via Zoom using the link: [link] [Variant 3],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Happy Birthday, Debottam! 🎉 Enjoy 15% off your first course on Udemy. [Variant 3]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
New message from CS50AI group: ‘Need help with the attention project.’ [Variant 3],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Your withdrawal of ₹2500 from ATM was successful. Balance: ₹34,228.90. [Variant 3]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Deb, your blog ‘Detecting Online Scams with AI’ has 2,300 new views! [Variant 3]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Google Calendar: Task ‘Test scam detector CSV’ is due today. [Variant 3],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"I am the manager of a deceased client's account, and I need your help to move $4.5 million. You will receive 40% for your effort. [Variant 4]",scam,0.9,1.0,0.7,0.6,0.0,0.4,0.2,0.9,0.0,0.5,1
Send 0.5 ETH and get 1 ETH back. Limited time Elon Musk crypto giveaway! Visit now: www.fake-elonpromo.io [Variant 4],scam,0.8,1.0,0.4,1.0,1.0,0.2,0.0,0.9,1.0,0.7,1
Your number was randomly selected in our international draw. Pay $150 processing fee to claim your prize. [Variant 4],scam,0.7,1.0,0.5,1.0,0.0,0.6,0.0,0.9,0.8,0.6,1
Your system is infected. Call our tech support immediately at +1-800-FAKE-HELP. Failure to do so will cause data loss. [Variant 4],scam,0.9,0.0,0.9,0.0,0.0,0.3,1.0,1.0,0.9,0.0,1
"You owe $3,228 to the IRS. Failure to respond will result in arrest. Pay with gift cards now. [Variant 4]",scam,1.0,1.0,0.6,0.0,0.0,0.5,1.0,0.8,0.0,1.0,1
A distant relative died in London leaving you $12.5M. Provide your full details to process the claim. [Variant 4],scam,0.6,1.0,0.8,0.7,0.0,0.3,0.0,0.6,0.0,0.4,1
"Congratulations, your instant loan of ₹5,00,000 is approved. Just pay ₹2100 to disburse. [Variant 4]",scam,0.8,1.0,0.3,0.6,0.0,0.4,0.2,0.7,0.0,1.0,1
Suspicious activity detected on your bank account. Click here to verify: bank-fraud-protect.info [Variant 4],scam,0.9,0.0,0.7,0.0,0.0,0.2,0.1,0.9,1.0,0.0,1
You have been chosen for a ₹1 lakh relief fund. Provide PAN and Aadhaar to receive the money. [Variant 4],scam,0.7,1.0,0.4,0.5,0.0,0.5,0.1,0.8,0.0,0.5,1
"The United Nations has approved your compensation of $450,000. Confirm your identity to proceed. [Variant 4]",scam,0.6,1.0,0.7,0.5,0.0,0.4,0.1,0.7,0.0,0.4,1
"Refund of ₹9,999 pending. Click to process or your account will be locked. [Variant 4]",scam,0.8,0.5,0.3,0.3,0.0,0.2,0.2,0.9,1.0,0.4,1
Your ATM card is blocked. Call 1800-XXX to unblock it. [Variant 4],scam,0.7,0.0,0.5,0.0,0.0,0.3,0.8,0.6,0.0,0.0,0
Amitabh Bachchan endorses this gold scheme—triple your returns in 3 months! [Variant 4],scam,0.5,0.0,0.6,0.8,1.0,0.3,0.0,0.6,0.0,0.8,1
You won ₹25 lakh from the 'KBC Jio' draw. Pay ₹4999 for processing. [Variant 4],scam,0.6,1.0,0.4,1.0,0.0,0.2,0.1,0.8,0.0,0.7,1
"Let us partner to invest $5M in real estate. I handle paperwork, you get 50%. [Variant 4]",scam,0.4,1.0,0.3,0.4,0.0,0.1,0.1,0.5,0.0,0.3,1
Activate our AI bot that gives 20x return. ₹1000 setup fee only. [Variant 4],scam,0.8,1.0,0.2,1.0,0.0,0.3,0.1,0.9,0.0,0.9,1
Help orphans in Africa. Donate ₹2000 via UPI to receive blessings and tax benefits. [Variant 4],scam,0.7,1.0,0.4,0.3,0.0,0.4,0.0,0.6,0.0,0.2,1
"Work from home & earn ₹40,000/week. Pay ₹599 registration fee. [Variant 4]",scam,0.6,1.0,0.5,0.5,0.0,0.3,0.1,0.7,0.0,0.5,1
Lost money in online fraud? Pay us ₹1000 and we’ll recover it for you. [Variant 4],scam,0.5,1.0,0.2,0.0,0.0,0.3,0.1,0.6,0.0,0.5,1
You won a free iPhone 15! Pay shipping ₹299 to claim. [Variant 4],scam,0.7,1.0,0.3,0.6,0.0,0.2,0.1,0.8,0.0,0.9,1
"Hi Debottam, your ICICI bank statement for March is now available. Log in securely to view it. [Variant 4]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Hello, this is from Make Academy. Your final project review is due this Friday. Submit via your portal. [Variant 4]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Reminder: Your Amazon order for 'AI for Kids' will be delivered by 7 PM today. [Variant 4],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
New update available for Python 3.12. Would you like to install now? [Variant 4],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Welcome to Harvard CS50! Please complete Problem Set 0 before continuing. [Variant 4],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Meeting rescheduled to 2 PM tomorrow. Check your calendar invite for details. [Variant 4],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Hi Deb, I saw your 15-puzzle project! It’s really cool. Want to collab? [Variant 4]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Your UPI payment of ₹1024 to Flipkart was successful. [Variant 4],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Here’s your Zomato OTP: 258463. Do not share it. [Variant 4],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
The package from Arduino Store has shipped and will arrive in 3-5 days. [Variant 4],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Your Airtel prepaid plan will expire in 2 days. Recharge now to continue service. [Variant 4],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Welcome to Kaggle! Start your first ML competition here: titanic.csv [Variant 4],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Deb, please remember to water your smart plant system. Soil moisture is low. [Variant 4]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
GitHub alert: You have a new pull request on your 'scam-detector' repo. [Variant 4],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
AI Workshop live now! Join via Zoom using the link: [link] [Variant 4],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Happy Birthday, Debottam! 🎉 Enjoy 15% off your first course on Udemy. [Variant 4]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
New message from CS50AI group: ‘Need help with the attention project.’ [Variant 4],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Your withdrawal of ₹2500 from ATM was successful. Balance: ₹34,228.90. [Variant 4]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"Deb, your blog ‘Detecting Online Scams with AI’ has 2,300 new views! [Variant 4]",real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Google Calendar: Task ‘Test scam detector CSV’ is due today. [Variant 4],real,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
"I am the manager of a deceased client's account, and I need your help to move $4.5 million. You will receive 40% for your effort. [Variant 5]",scam,0.9,1.0,0.7,0.6,0.0,0.4,0.2,0.9,0.0,0.5,1
Send 0.5 ETH and get 1 ETH back. Limited time Elon Musk crypto giveaway! Visit now: www.fake-elonpromo.io [Variant 5],scam,0.8,1.0,0.4,1.0,1.0,0.2,0.0,0.9,1.0,0.7,1
Your number was randomly selected in our international draw. Pay $150 processing fee to claim your prize. [Variant 5],scam,0.7,1.0,0.5,1.0,0.0,0.6,0.0,0.9,0.8,0.6,1
Your system is infected. Call our tech support immediately at +1-800-FAKE-HELP. Failure to do so will cause data loss. [Variant 5],scam,0.9,0.0,0.9,0.0,0.0,0.3,1.0,1.0,0.9,0.0,1
"You owe $3,228 to the IRS. Failure to respond will result in arrest. Pay with gift cards now. [Variant 5]",scam,1.0,1.0,0.6,0.0,0.0,0.5,1.0,0.8,0.0,1.0,1
A distant relative died in London leaving you $12.5M. Provide your full details to process the claim. [Variant 5],scam,0.6,1.0,0.8,0.7,0.0,0.3,0.0,0.6,0.0,0.4,1
"Congratulations, your instant loan of ₹5,00,000 is approved. Just pay ₹2100 to disburse. [Variant 5]",scam,0.8,1.0,0.3,0.6,0.0,0.4,0.2,0.7,0.0,1.0,1
Suspicious activity detected on your bank account. Click here to verify: bank-fraud-protect.info [Variant 5],scam,0.9,0.0,0.7,0.0,0.0,0.2,0.1,0.9,1.0,0.0,1
You have been chosen for a ₹1 lakh relief fund. Provide PAN and Aadhaar to receive the money. [Variant 5],scam,0.7,1.0,0.4,0.5,0.0,0.5,0.1,0.8,0.0,0.5,1
"The United Nations has approved your compensation of $450,000. Confirm your identity to proceed. [Variant 5]",scam,0.6,1.0,0.7,0.5,0.0,0.4,0.1,0.7,0.0,0.4,1
"Refund of ₹9,999 pending. Click to process or your account will be locked. [Variant 5]",scam,0.8,0.5,0.3,0.3,0.0,0.2,0.2,0.9,1.0,0.4,1
Your ATM card is blocked. Call 1800-XXX to unblock it. [Variant 5],scam,0.7,0.0,0.5,0.0,0.0,0.3,0.8,0.6,0.0,0.0,0
Amitabh Bachchan endorses this gold scheme—triple your returns in 3 months! [Variant 5],scam,0.5,0.0,0.6,0.8,1.0,0.3,0.0,0.6,0.0,0.8,1
You won ₹25 lakh from the 'KBC Jio' draw. Pay ₹4999 for processing. [Variant 5],scam,0.6,1.0,0.4,1.0,0.0,0.2,0.1,0.8,0.0,0.7,1
"Let us partner to invest $5M in real estate. I handle paperwork, you get 50%. [Variant 5]",scam,0.4,1.0,0.3,0.4,0.0,0.1,0.1,0.5,0.0,0.3,1
Activate our AI bot that gives 20x return. ₹1000 setup fee only. [Variant 5],scam,0.8,1.0,0.2,1.0,0.0,0.3,0.1,0.9,0.0,0.9,1
Help orphans in Africa. Donate ₹2000 via UPI to receive blessings and tax benefits. [Variant 5],scam,0.7,1.0,0.4,0.3,0.0,0.4,0.0,0.6,0.0,0.2,1
